lead_id,lead_created_date,lead_source,agent_id,agent_name,property_type,neighborhood,listing_price,funnel_stage,closed,close_date,days_to_close,commission_rate,commission_amount,lost_reason,days_since_last_contact,at_risk_lead
L11443,2025-06-10,Referral,A114,Tanvi Joshi,Condo,Lakeview,332388.32,Showing Scheduled,False,,,,,Price too high,14.0,False
L11444,2025-07-15,Referral,A112,Pooja Reddy,Single Family,Sunset Hills,501291.1,Showing Completed,False,,,,,Price too high,25.0,True
L11445,2025-08-05,Website,A111,Sameer Khan,Single Family,Harborview,603431.24,Showing Completed,False,,,,,Still in progress,14.0,False
L11446,2025-03-09,Referral,A113,Rahul Chawla,Condo,Maple Grove,219972.22,Contacted,False,,,,,Chose competitor,5.0,False
L11447,2025-06-09,Referral,A102,Ananya Iyer,Single Family,Oakridge,391836.19,Contacted,False,,,,,Price too high,29.0,True
L11448,2025-05-18,Social Media,A103,Karan Malhotra,Condo,Harborview,327889.8,Offer Made,False,,,,,Went cold / unresponsive,6.0,False
L11449,2025-11-19,Zillow,A101,Rohan Mehta,Single Family,Maple Grove,323879.33,Showing Completed,False,,,,,Financing fell through,5.0,False
L11450,2025-05-13,Website,A107,Vikram Singh,Single Family,Harborview,561025.96,Offer Made,False,,,,,Went cold / unresponsive,20.0,False
L11451,2025-07-28,Social Media,A100,Priya Sharma,Single Family,Lakeview,308348.09,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L11452,2025-09-22,Open House,A112,Pooja Reddy,Condo,Maple Grove,361117.17,Showing Completed,False,,,,,Went cold / unresponsive,2.0,False
L11453,2025-12-19,Open House,A109,Aditya Verma,Condo,Pinecrest,297337.59,Lead (Uncontacted),False,,,,,Never contacted,24.0,True
L11454,2025-04-21,Referral,A110,Ishita Bose,Single Family,Oakridge,413122.22,Showing Scheduled,False,,,,,Went cold / unresponsive,39.0,True
L11455,2025-02-06,Website,A106,Divya Kapoor,Condo,Harborview,353307.1,Contacted,False,,,,,Changed mind,2.0,False
L11456,2025-07-02,Zillow,A109,Aditya Verma,Single Family,Riverside Heights,471303.13,Showing Completed,False,,,,,Financing fell through,6.0,False
L11457,2025-08-31,Open House,A102,Ananya Iyer,Single Family,Lakeview,437239.36,Offer Made,False,,,,,Went cold / unresponsive,3.0,False
L11458,2025-01-25,Open House,A107,Vikram Singh,Single Family,Harborview,641561.66,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L11459,2025-09-24,Website,A106,Divya Kapoor,Condo,Pinecrest,264826.2,Showing Completed,False,,,,,Still in progress,2.0,False
L11460,2025-06-08,Zillow,A109,Aditya Verma,Condo,Pinecrest,189048.78,Showing Completed,False,,,,,Price too high,7.0,False
L11461,2025-11-16,Referral,A113,Rahul Chawla,Single Family,Riverside Heights,528951.93,Offer Made,False,,,,,Went cold / unresponsive,5.0,False
L11462,2025-03-19,Social Media,A106,Divya Kapoor,Multi-Family,Lakeview,538731.5,Contacted,False,,,,,Still in progress,2.0,False
L11463,2025-10-16,Website,A113,Rahul Chawla,Condo,Lakeview,384767.92,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L11464,2025-04-17,Referral,A111,Sameer Khan,Single Family,Riverside Heights,486371.25,Offer Made,False,,,,,Went cold / unresponsive,25.0,True
L11465,2025-03-25,Walk-in,A102,Ananya Iyer,Townhouse,Downtown Core,492734.92,Contacted,False,,,,,Chose competitor,1.0,False
L11466,2025-01-20,Referral,A110,Ishita Bose,Townhouse,Sunset Hills,273327.4,Closed,True,2025-04-01,71.0,0.028,7653.17,,,False
L11467,2025-04-17,Zillow,A114,Tanvi Joshi,Multi-Family,Pinecrest,406887.12,Contacted,False,,,,,Price too high,13.0,False
L11468,2025-01-04,Zillow,A106,Divya Kapoor,Multi-Family,Harborview,861337.32,Contacted,False,,,,,Chose competitor,11.0,False
L11469,2025-06-02,Referral,A114,Tanvi Joshi,Single Family,Downtown Core,558255.11,Contacted,False,,,,,Changed mind,20.0,False
L11470,2025-03-30,Referral,A108,Neha Gupta,Single Family,Maple Grove,423901.72,Contacted,False,,,,,Went cold / unresponsive,15.0,False
L11471,2025-08-29,Website,A100,Priya Sharma,Townhouse,Maple Grove,303405.29,Contacted,False,,,,,Price too high,37.0,True
L11472,2025-07-13,Zillow,A100,Priya Sharma,Multi-Family,Riverside Heights,691058.83,Closed,True,2025-09-08,57.0,0.028,19349.65,,,False
L11473,2025-07-12,Website,A105,Arjun Nair,Single Family,Downtown Core,616621.85,Contacted,False,,,,,Price too high,11.0,False
L11474,2025-03-15,Social Media,A107,Vikram Singh,Single Family,Pinecrest,395490.16,Contacted,False,,,,,Financing fell through,11.0,False
L11475,2025-08-26,Website,A114,Tanvi Joshi,Townhouse,Riverside Heights,413534.33,Showing Completed,False,,,,,Chose competitor,18.0,False
L11476,2025-11-19,Website,A105,Arjun Nair,Single Family,Maple Grove,478884.84,Contacted,False,,,,,Went cold / unresponsive,25.0,True
L11477,2025-12-26,Website,A108,Neha Gupta,Multi-Family,Riverside Heights,604342.87,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L11478,2025-03-15,Referral,A108,Neha Gupta,Single Family,Downtown Core,518970.59,Showing Completed,False,,,,,Price too high,18.0,False
L11479,2025-06-15,Referral,A113,Rahul Chawla,Single Family,Pinecrest,359374.38,Contacted,False,,,,,Went cold / unresponsive,21.0,False
L11480,2025-02-05,Open House,A110,Ishita Bose,Townhouse,Pinecrest,322616.16,Showing Completed,False,,,,,Went cold / unresponsive,5.0,False
L11481,2025-03-08,Referral,A109,Aditya Verma,Single Family,Lakeview,528679.29,Showing Scheduled,False,,,,,Chose competitor,4.0,False
L11482,2025-11-04,Zillow,A114,Tanvi Joshi,Townhouse,Sunset Hills,248489.72,Contacted,False,,,,,Went cold / unresponsive,17.0,False
L11483,2025-06-09,Referral,A104,Sneha Rao,Multi-Family,Downtown Core,521534.74,Lead (Uncontacted),False,,,,,Never contacted,6.0,False
L11484,2025-11-24,Website,A102,Ananya Iyer,Townhouse,Maple Grove,272325.73,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L11485,2025-09-29,Walk-in,A105,Arjun Nair,Single Family,Pinecrest,467292.25,Showing Completed,False,,,,,Price too high,7.0,False
L11486,2025-01-13,Referral,A110,Ishita Bose,Condo,Downtown Core,290363.6,Showing Completed,False,,,,,Went cold / unresponsive,12.0,False
L11487,2025-09-26,Walk-in,A112,Pooja Reddy,Single Family,Pinecrest,383394.91,Offer Made,False,,,,,Financing fell through,0.0,False
L11488,2025-03-08,Referral,A112,Pooja Reddy,Multi-Family,Riverside Heights,803871.65,Lead (Uncontacted),False,,,,,Never contacted,10.0,False
L11489,2025-03-29,Walk-in,A110,Ishita Bose,Single Family,Sunset Hills,451717.09,Contacted,False,,,,,Went cold / unresponsive,6.0,False
L11490,2025-02-19,Referral,A100,Priya Sharma,Single Family,Lakeview,489261.5,Lead (Uncontacted),False,,,,,Never contacted,16.0,False
L11491,2025-03-04,Website,A100,Priya Sharma,Multi-Family,Riverside Heights,736182.27,Contacted,False,,,,,Still in progress,26.0,True
L11492,2025-10-19,Walk-in,A106,Divya Kapoor,Single Family,Harborview,510949.57,Contacted,False,,,,,Changed mind,3.0,False
L11493,2025-09-22,Website,A108,Neha Gupta,Condo,Pinecrest,289017.44,Contacted,False,,,,,Chose competitor,1.0,False
L11494,2025-03-06,Zillow,A110,Ishita Bose,Multi-Family,Maple Grove,644646.71,Showing Completed,False,,,,,Went cold / unresponsive,2.0,False
L11495,2025-09-17,Open House,A107,Vikram Singh,Single Family,Riverside Heights,441336.65,Contacted,False,,,,,Went cold / unresponsive,13.0,False
L11496,2025-06-11,Referral,A113,Rahul Chawla,Single Family,Oakridge,307350.35,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L11497,2025-08-17,Zillow,A100,Priya Sharma,Condo,Maple Grove,259316.19,Contacted,False,,,,,Changed mind,7.0,False
L11498,2025-09-08,Zillow,A101,Rohan Mehta,Single Family,Lakeview,512461.07,Showing Completed,False,,,,,Financing fell through,1.0,False
L11499,2025-05-21,Open House,A108,Neha Gupta,Condo,Maple Grove,276871.78,Offer Made,False,,,,,Financing fell through,43.0,True
L11500,2025-03-11,Website,A109,Aditya Verma,Condo,Oakridge,234691.82,Lead (Uncontacted),False,,,,,Never contacted,7.0,False
L11501,2025-08-15,Zillow,A106,Divya Kapoor,Single Family,Riverside Heights,635444.3,Showing Completed,False,,,,,Still in progress,1.0,False
L11502,2025-09-27,Zillow,A106,Divya Kapoor,Multi-Family,Oakridge,454982.05,Closed,True,2025-10-25,28.0,0.028,12739.5,,,False
L11503,2025-07-29,Zillow,A107,Vikram Singh,Condo,Riverside Heights,388181.16,Offer Made,False,,,,,Still in progress,2.0,False
L11504,2025-06-22,Open House,A100,Priya Sharma,Multi-Family,Lakeview,543183.95,Contacted,False,,,,,Went cold / unresponsive,5.0,False
L11505,2025-01-10,Social Media,A107,Vikram Singh,Single Family,Riverside Heights,396901.29,Contacted,False,,,,,Chose competitor,5.0,False
L11506,2025-11-18,Website,A107,Vikram Singh,Single Family,Pinecrest,429025.81,Showing Completed,False,,,,,Price too high,42.0,True
L11507,2025-02-10,Zillow,A108,Neha Gupta,Single Family,Harborview,380213.73,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L11508,2025-02-24,Website,A104,Sneha Rao,Condo,Harborview,393821.19,Offer Made,False,,,,,Financing fell through,27.0,True
L11509,2025-07-16,Referral,A113,Rahul Chawla,Single Family,Downtown Core,693706.48,Showing Completed,False,,,,,Went cold / unresponsive,0.0,False
L11510,2025-04-17,Website,A102,Ananya Iyer,Multi-Family,Downtown Core,710300.47,Offer Made,False,,,,,Went cold / unresponsive,15.0,False
L11511,2025-12-23,Social Media,A105,Arjun Nair,Condo,Pinecrest,244772.86,Contacted,False,,,,,Chose competitor,5.0,False
L11512,2025-01-27,Zillow,A110,Ishita Bose,Multi-Family,Harborview,857216.15,Offer Made,False,,,,,Still in progress,3.0,False
L11513,2025-07-07,Zillow,A113,Rahul Chawla,Townhouse,Riverside Heights,545379.87,Offer Made,False,,,,,Went cold / unresponsive,0.0,False
L11514,2025-02-23,Referral,A102,Ananya Iyer,Condo,Sunset Hills,264429.95,Showing Completed,False,,,,,Changed mind,10.0,False
L11515,2025-01-29,Social Media,A109,Aditya Verma,Single Family,Harborview,707293.07,Contacted,False,,,,,Chose competitor,4.0,False
L11516,2025-03-28,Website,A106,Divya Kapoor,Single Family,Harborview,424880.42,Showing Completed,False,,,,,Price too high,2.0,False
L11517,2025-05-28,Zillow,A112,Pooja Reddy,Single Family,Oakridge,305395.13,Closed,True,2025-07-05,38.0,0.028,8551.06,,,False
L11518,2025-08-02,Referral,A109,Aditya Verma,Townhouse,Riverside Heights,403034.57,Showing Scheduled,False,,,,,Chose competitor,2.0,False
L11519,2025-02-23,Zillow,A109,Aditya Verma,Townhouse,Pinecrest,293838.93,Contacted,False,,,,,Price too high,1.0,False
L11520,2025-02-06,Social Media,A107,Vikram Singh,Single Family,Pinecrest,350409.55,Contacted,False,,,,,Chose competitor,6.0,False
L11521,2025-08-21,Walk-in,A100,Priya Sharma,Single Family,Oakridge,286987.87,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L11522,2025-04-15,Zillow,A102,Ananya Iyer,Condo,Pinecrest,186927.41,Lead (Uncontacted),False,,,,,Never contacted,2.0,False
L11523,2025-06-28,Open House,A112,Pooja Reddy,Condo,Lakeview,333771.77,Lead (Uncontacted),False,,,,,Never contacted,8.0,False
L11524,2025-04-24,Open House,A108,Neha Gupta,Single Family,Lakeview,446632.55,Lead (Uncontacted),False,,,,,Never contacted,20.0,False
L11525,2025-01-12,Zillow,A104,Sneha Rao,Single Family,Lakeview,490106.75,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L11526,2025-12-25,Referral,A100,Priya Sharma,Single Family,Riverside Heights,492432.59,Closed,True,2026-02-10,47.0,0.028,13788.11,,,False
L11527,2025-08-27,Social Media,A100,Priya Sharma,Condo,Sunset Hills,170100.44,Showing Completed,False,,,,,Still in progress,0.0,False
L11528,2025-09-10,Referral,A104,Sneha Rao,Single Family,Lakeview,446733.1,Contacted,False,,,,,Price too high,2.0,False
L11529,2025-06-13,Open House,A113,Rahul Chawla,Townhouse,Lakeview,531502.15,Contacted,False,,,,,Financing fell through,3.0,False
L11530,2025-01-29,Website,A112,Pooja Reddy,Townhouse,Harborview,543622.1,Showing Scheduled,False,,,,,Chose competitor,4.0,False
L11531,2025-05-25,Referral,A104,Sneha Rao,Townhouse,Downtown Core,298358.77,Closed,True,2025-07-06,42.0,0.028,8354.05,,,False
L11532,2025-04-24,Open House,A108,Neha Gupta,Single Family,Harborview,646072.45,Showing Completed,False,,,,,Went cold / unresponsive,29.0,True
L11533,2025-04-04,Referral,A104,Sneha Rao,Single Family,Riverside Heights,470983.57,Closed,True,2025-06-13,70.0,0.028,13187.54,,,False
L11534,2025-01-23,Website,A103,Karan Malhotra,Condo,Maple Grove,266958.26,Lead (Uncontacted),False,,,,,Never contacted,3.0,False
L11535,2025-10-21,Zillow,A100,Priya Sharma,Condo,Riverside Heights,397479.59,Showing Scheduled,False,,,,,Went cold / unresponsive,8.0,False
L11536,2025-02-16,Open House,A103,Karan Malhotra,Townhouse,Oakridge,410656.62,Contacted,False,,,,,Still in progress,1.0,False
L11537,2025-05-11,Website,A108,Neha Gupta,Townhouse,Pinecrest,343964.97,Lead (Uncontacted),False,,,,,Never contacted,32.0,True
L11538,2025-10-30,Open House,A110,Ishita Bose,Condo,Pinecrest,245223.48,Showing Scheduled,False,,,,,Went cold / unresponsive,11.0,False
L11539,2025-03-02,Open House,A106,Divya Kapoor,Single Family,Riverside Heights,381455.96,Contacted,False,,,,,Price too high,17.0,False
L11540,2025-09-04,Referral,A106,Divya Kapoor,Condo,Sunset Hills,281206.9,Showing Scheduled,False,,,,,Financing fell through,2.0,False
L11541,2025-10-17,Social Media,A106,Divya Kapoor,Townhouse,Riverside Heights,531102.43,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L11542,2025-01-11,Referral,A113,Rahul Chawla,Single Family,Sunset Hills,485948.31,Contacted,False,,,,,Went cold / unresponsive,7.0,False
L11543,2025-11-12,Website,A110,Ishita Bose,Townhouse,Downtown Core,397743.33,Lead (Uncontacted),False,,,,,Never contacted,5.0,False
L11544,2025-02-10,Referral,A105,Arjun Nair,Single Family,Maple Grove,394088.25,Closed,True,2025-04-03,52.0,0.028,11034.47,,,False
L11545,2025-11-11,Open House,A108,Neha Gupta,Multi-Family,Maple Grove,501067.33,Showing Scheduled,False,,,,,Chose competitor,1.0,False
L11546,2025-04-11,Referral,A113,Rahul Chawla,Multi-Family,Pinecrest,579345.49,Showing Completed,False,,,,,Changed mind,17.0,False
L11547,2025-07-06,Social Media,A107,Vikram Singh,Single Family,Downtown Core,608422.55,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L11548,2025-01-30,Referral,A108,Neha Gupta,Single Family,Oakridge,383068.0,Contacted,False,,,,,Price too high,1.0,False
L11549,2025-11-14,Zillow,A103,Karan Malhotra,Single Family,Harborview,339396.81,Lead (Uncontacted),False,,,,,Never contacted,4.0,False
L11550,2025-08-11,Open House,A103,Karan Malhotra,Townhouse,Riverside Heights,250276.97,Showing Completed,False,,,,,Still in progress,4.0,False
L11551,2025-10-26,Social Media,A106,Divya Kapoor,Townhouse,Downtown Core,405858.38,Contacted,False,,,,,Still in progress,1.0,False
L11552,2025-12-18,Zillow,A102,Ananya Iyer,Townhouse,Maple Grove,315872.55,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L11553,2025-02-12,Social Media,A114,Tanvi Joshi,Condo,Maple Grove,275646.03,Showing Completed,False,,,,,Went cold / unresponsive,10.0,False
L11554,2025-03-14,Zillow,A102,Ananya Iyer,Single Family,Downtown Core,654826.53,Showing Completed,False,,,,,Went cold / unresponsive,3.0,False
L11555,2025-08-16,Open House,A103,Karan Malhotra,Townhouse,Lakeview,412743.25,Lead (Uncontacted),False,,,,,Never contacted,2.0,False
L11556,2025-03-11,Referral,A106,Divya Kapoor,Single Family,Sunset Hills,294259.47,Contacted,False,,,,,Chose competitor,1.0,False
L11557,2025-11-27,Zillow,A112,Pooja Reddy,Single Family,Oakridge,473756.94,Contacted,False,,,,,Went cold / unresponsive,14.0,False
L11558,2025-10-23,Open House,A114,Tanvi Joshi,Multi-Family,Maple Grove,562934.47,Lead (Uncontacted),False,,,,,Never contacted,3.0,False
L11559,2025-11-15,Website,A104,Sneha Rao,Multi-Family,Riverside Heights,755102.38,Showing Completed,False,,,,,Went cold / unresponsive,9.0,False
L11560,2025-08-14,Website,A102,Ananya Iyer,Single Family,Oakridge,338658.86,Showing Scheduled,False,,,,,Went cold / unresponsive,33.0,True
L11561,2025-10-19,Website,A104,Sneha Rao,Townhouse,Riverside Heights,351462.81,Contacted,False,,,,,Went cold / unresponsive,9.0,False
L11562,2025-01-15,Open House,A102,Ananya Iyer,Condo,Sunset Hills,286822.14,Contacted,False,,,,,Price too high,4.0,False
L11563,2025-11-25,Zillow,A101,Rohan Mehta,Single Family,Riverside Heights,412643.63,Showing Completed,False,,,,,Went cold / unresponsive,2.0,False
L11564,2025-06-14,Walk-in,A114,Tanvi Joshi,Condo,Harborview,288511.79,Showing Completed,False,,,,,Went cold / unresponsive,15.0,False
L11565,2025-04-21,Referral,A102,Ananya Iyer,Condo,Harborview,504067.67,Contacted,False,,,,,Financing fell through,1.0,False
L11566,2025-03-16,Website,A114,Tanvi Joshi,Condo,Lakeview,360717.19,Showing Completed,False,,,,,Still in progress,2.0,False
L11567,2025-08-10,Zillow,A103,Karan Malhotra,Multi-Family,Downtown Core,636398.79,Showing Completed,False,,,,,Went cold / unresponsive,3.0,False
L11568,2025-06-05,Referral,A105,Arjun Nair,Single Family,Pinecrest,454069.77,Showing Completed,False,,,,,Chose competitor,0.0,False
L11569,2025-10-06,Zillow,A100,Priya Sharma,Multi-Family,Maple Grove,555274.15,Showing Scheduled,False,,,,,Went cold / unresponsive,0.0,False
L11570,2025-03-09,Open House,A108,Neha Gupta,Multi-Family,Oakridge,490016.32,Closed,True,2025-05-06,58.0,0.028,13720.46,,,False
L11571,2025-02-21,Website,A104,Sneha Rao,Condo,Maple Grove,305948.21,Showing Completed,False,,,,,Went cold / unresponsive,22.0,True
L11572,2025-12-24,Zillow,A104,Sneha Rao,Multi-Family,Maple Grove,359098.78,Showing Scheduled,False,,,,,Chose competitor,0.0,False
L11573,2025-02-04,Zillow,A109,Aditya Verma,Single Family,Sunset Hills,495672.92,Offer Made,False,,,,,Price too high,2.0,False
L11574,2025-06-21,Referral,A106,Divya Kapoor,Condo,Oakridge,194843.65,Showing Scheduled,False,,,,,Chose competitor,0.0,False
L11575,2025-02-11,Website,A104,Sneha Rao,Single Family,Pinecrest,365120.9,Closed,True,2025-04-03,51.0,0.028,10223.39,,,False
L11576,2025-01-22,Referral,A113,Rahul Chawla,Condo,Lakeview,305878.79,Showing Scheduled,False,,,,,Still in progress,2.0,False
L11577,2025-09-24,Referral,A107,Vikram Singh,Multi-Family,Harborview,620295.06,Showing Completed,False,,,,,Went cold / unresponsive,5.0,False
L11578,2025-07-29,Website,A113,Rahul Chawla,Condo,Lakeview,251965.65,Contacted,False,,,,,Chose competitor,0.0,False
L11579,2025-08-08,Zillow,A112,Pooja Reddy,Single Family,Oakridge,413572.92,Showing Scheduled,False,,,,,Went cold / unresponsive,25.0,True
L11580,2025-07-21,Open House,A104,Sneha Rao,Single Family,Maple Grove,443528.76,Closed,True,2025-08-28,38.0,0.028,12418.81,,,False
L11581,2025-04-10,Walk-in,A105,Arjun Nair,Condo,Harborview,298493.48,Showing Scheduled,False,,,,,Went cold / unresponsive,3.0,False
L11582,2025-08-19,Referral,A102,Ananya Iyer,Townhouse,Harborview,483752.5,Showing Completed,False,,,,,Chose competitor,4.0,False
L11583,2025-08-31,Zillow,A104,Sneha Rao,Single Family,Maple Grove,335906.22,Closed,True,2025-11-02,63.0,0.028,9405.37,,,False
L11584,2025-12-13,Referral,A106,Divya Kapoor,Single Family,Harborview,492507.35,Lead (Uncontacted),False,,,,,Never contacted,7.0,False
L11585,2025-01-25,Social Media,A104,Sneha Rao,Single Family,Pinecrest,370530.93,Closed,True,2025-03-14,48.0,0.028,10374.87,,,False
L11586,2025-01-04,Social Media,A104,Sneha Rao,Townhouse,Lakeview,325592.57,Closed,True,2025-02-17,44.0,0.028,9116.59,,,False
L11587,2025-07-17,Social Media,A106,Divya Kapoor,Condo,Pinecrest,352159.25,Lead (Uncontacted),False,,,,,Never contacted,12.0,False
L11588,2025-03-12,Referral,A102,Ananya Iyer,Townhouse,Downtown Core,428322.74,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L11589,2025-09-03,Social Media,A113,Rahul Chawla,Townhouse,Lakeview,276283.8,Contacted,False,,,,,Price too high,36.0,True
L11590,2025-06-16,Zillow,A105,Arjun Nair,Single Family,Oakridge,423612.33,Showing Scheduled,False,,,,,Chose competitor,7.0,False
L11591,2025-05-13,Walk-in,A107,Vikram Singh,Single Family,Sunset Hills,391796.76,Offer Made,False,,,,,Price too high,20.0,False
L11592,2025-02-15,Referral,A100,Priya Sharma,Condo,Riverside Heights,281636.08,Contacted,False,,,,,Price too high,5.0,False
L11593,2025-08-14,Social Media,A110,Ishita Bose,Multi-Family,Maple Grove,487501.58,Contacted,False,,,,,Price too high,7.0,False
L11594,2025-08-29,Open House,A112,Pooja Reddy,Single Family,Oakridge,375512.7,Contacted,False,,,,,Price too high,3.0,False
L11595,2025-07-03,Referral,A105,Arjun Nair,Single Family,Oakridge,511891.29,Contacted,False,,,,,Went cold / unresponsive,14.0,False
L11596,2025-03-21,Zillow,A110,Ishita Bose,Condo,Downtown Core,441911.53,Contacted,False,,,,,Chose competitor,2.0,False
L11597,2025-02-14,Zillow,A113,Rahul Chawla,Condo,Riverside Heights,233350.03,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L11598,2025-02-09,Walk-in,A103,Karan Malhotra,Single Family,Downtown Core,698729.31,Showing Completed,False,,,,,Chose competitor,5.0,False
L11599,2025-04-07,Open House,A105,Arjun Nair,Single Family,Oakridge,379474.79,Contacted,False,,,,,Still in progress,12.0,False
L11600,2025-12-03,Social Media,A102,Ananya Iyer,Condo,Riverside Heights,194348.21,Contacted,False,,,,,Chose competitor,1.0,False
L11601,2025-03-07,Open House,A113,Rahul Chawla,Multi-Family,Pinecrest,559330.96,Offer Made,False,,,,,Price too high,14.0,False
L11602,2025-02-03,Walk-in,A109,Aditya Verma,Townhouse,Harborview,430504.55,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L11603,2025-01-23,Website,A104,Sneha Rao,Multi-Family,Pinecrest,627938.38,Offer Made,False,,,,,Went cold / unresponsive,0.0,False
L11604,2025-04-17,Social Media,A104,Sneha Rao,Single Family,Downtown Core,615081.65,Showing Completed,False,,,,,Chose competitor,15.0,False
L11605,2025-01-25,Referral,A111,Sameer Khan,Condo,Riverside Heights,286014.07,Showing Completed,False,,,,,Price too high,25.0,True
L11606,2025-01-15,Social Media,A109,Aditya Verma,Condo,Oakridge,194203.79,Showing Scheduled,False,,,,,Changed mind,26.0,True
L11607,2025-05-31,Open House,A103,Karan Malhotra,Single Family,Harborview,505526.22,Contacted,False,,,,,Went cold / unresponsive,16.0,False
L11608,2025-09-09,Referral,A100,Priya Sharma,Townhouse,Sunset Hills,400789.3,Contacted,False,,,,,Chose competitor,6.0,False
L11609,2025-09-15,Open House,A102,Ananya Iyer,Townhouse,Maple Grove,331255.27,Lead (Uncontacted),False,,,,,Never contacted,2.0,False
L11610,2025-08-28,Referral,A101,Rohan Mehta,Townhouse,Maple Grove,396074.89,Contacted,False,,,,,Still in progress,16.0,False
L11611,2025-04-11,Open House,A105,Arjun Nair,Townhouse,Pinecrest,364204.71,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L11612,2025-08-26,Website,A106,Divya Kapoor,Townhouse,Harborview,556255.27,Offer Made,False,,,,,Went cold / unresponsive,8.0,False
L11613,2025-09-08,Zillow,A102,Ananya Iyer,Townhouse,Riverside Heights,453708.11,Contacted,False,,,,,Financing fell through,3.0,False
L11614,2025-05-26,Zillow,A106,Divya Kapoor,Single Family,Downtown Core,797376.86,Showing Completed,False,,,,,Still in progress,31.0,True
L11615,2025-09-23,Website,A100,Priya Sharma,Multi-Family,Maple Grove,551438.3,Showing Completed,False,,,,,Went cold / unresponsive,0.0,False
L11616,2025-06-05,Website,A107,Vikram Singh,Condo,Lakeview,262163.54,Showing Completed,False,,,,,Went cold / unresponsive,17.0,False
L11617,2025-11-01,Walk-in,A107,Vikram Singh,Condo,Downtown Core,371394.91,Contacted,False,,,,,Chose competitor,1.0,False
L11618,2025-09-23,Zillow,A101,Rohan Mehta,Condo,Harborview,352098.61,Offer Made,False,,,,,Still in progress,12.0,False
L11619,2025-04-27,Referral,A108,Neha Gupta,Condo,Lakeview,368822.27,Contacted,False,,,,,Went cold / unresponsive,10.0,False
L11620,2025-07-28,Website,A111,Sameer Khan,Condo,Sunset Hills,236351.65,Contacted,False,,,,,Price too high,12.0,False
L11621,2025-11-22,Social Media,A110,Ishita Bose,Multi-Family,Riverside Heights,744973.55,Offer Made,False,,,,,Went cold / unresponsive,16.0,False
L11622,2025-12-25,Open House,A103,Karan Malhotra,Condo,Pinecrest,222362.14,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L11623,2025-04-07,Social Media,A107,Vikram Singh,Condo,Harborview,341035.84,Showing Scheduled,False,,,,,Went cold / unresponsive,8.0,False
L11624,2025-10-09,Zillow,A106,Divya Kapoor,Multi-Family,Sunset Hills,450627.8,Lead (Uncontacted),False,,,,,Never contacted,4.0,False
L11625,2025-12-20,Walk-in,A112,Pooja Reddy,Condo,Riverside Heights,413208.74,Contacted,False,,,,,Still in progress,3.0,False
L11626,2025-06-26,Referral,A106,Divya Kapoor,Single Family,Riverside Heights,644591.92,Lead (Uncontacted),False,,,,,Never contacted,4.0,False
L11627,2025-03-16,Referral,A113,Rahul Chawla,Single Family,Lakeview,463563.27,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L11628,2025-08-28,Website,A111,Sameer Khan,Townhouse,Maple Grove,289905.36,Contacted,False,,,,,Went cold / unresponsive,38.0,True
L11629,2025-04-08,Open House,A102,Ananya Iyer,Single Family,Downtown Core,510203.42,Offer Made,False,,,,,Price too high,36.0,True
L11630,2025-09-04,Zillow,A113,Rahul Chawla,Single Family,Riverside Heights,478116.96,Contacted,False,,,,,Price too high,4.0,False
L11631,2025-10-17,Social Media,A101,Rohan Mehta,Condo,Harborview,248686.25,Showing Scheduled,False,,,,,Still in progress,9.0,False
L11632,2025-08-24,Walk-in,A110,Ishita Bose,Condo,Pinecrest,260516.82,Showing Completed,False,,,,,Changed mind,0.0,False
L11633,2025-09-04,Referral,A107,Vikram Singh,Condo,Lakeview,238673.71,Showing Scheduled,False,,,,,Price too high,1.0,False
L11634,2025-12-24,Open House,A109,Aditya Verma,Townhouse,Maple Grove,365408.59,Contacted,False,,,,,Changed mind,0.0,False
L11635,2025-05-18,Zillow,A108,Neha Gupta,Single Family,Lakeview,497379.54,Contacted,False,,,,,Price too high,16.0,False
L11636,2025-01-31,Website,A113,Rahul Chawla,Single Family,Pinecrest,444159.68,Contacted,False,,,,,Chose competitor,16.0,False
L11637,2025-04-29,Zillow,A101,Rohan Mehta,Multi-Family,Pinecrest,447405.21,Showing Completed,False,,,,,Price too high,15.0,False
L11638,2025-02-16,Open House,A112,Pooja Reddy,Townhouse,Oakridge,274592.59,Offer Made,False,,,,,Financing fell through,17.0,False
L11639,2025-05-30,Referral,A102,Ananya Iyer,Multi-Family,Maple Grove,408444.15,Contacted,False,,,,,Price too high,8.0,False
